년도,제목,본문,링크
2023,"""과연 누구 돈일까"" 100억 대 초고가 아파트 신고가 휩쓴 2030","""과연 누구 돈일까"" 100억 대 초고가 아파트 신고가 휩쓴 2030 | 비즈한국 주메뉴바로가기 본문바로가기 이슈 비즈 머니 피플 글로벌 아젠다 덕후 엔터 라이프 캠페인 Target@Biz Story↑Up 밀덕텔링 유시혁 기자 아빠랑 단독 부동산 사이언스 지웅배 전다현 부동산 인사이트 Target@Biz 이슈 비즈 머니 피플 글로벌 아젠다 Story↑Up 덕후 엔터 라이프 캠페인 HOME > Target@Biz > 비즈 ""과연 누구 돈일까"" 100억 대 초고가 아파트 신고가 휩쓴 2030 갤러리아포레, 아리팍, 상지카일룸2서 '신고가' 경신…대출 없는 '전액 현금' 매입 눈길 2025.02.07(Fri) 10:57:22 글자 작게 글자 크게 프린트 [비즈한국] 초고가 아파트 거래가 증가하는 가운데, 지난해 신고가를 경신한 100억 원 이상 초고가 아파트 다수를 2030세대가 사들인 것으로 비즈한국 취재 결과 확인됐다. 지난해 매매가가 100억 원 이상인 아파트 22가구 가운데 203",https://www.bizhankook.com/bk/article/29033
2023,지난해 울산 아파트 전셋값 상승률 비수도권 ‘최고’,KBS 뉴스 KBS 로그인 회원가입 마이페이지 English 재난포털 제보 ON AIR 분야별 뉴스9 TV 뉴스 심층취재 스포츠 시사프로그램 지역뉴스 속보 지난해 울산 아파트 전셋값 상승률 비수도권 ‘최고’ 전체메뉴 분야별 전체 정치 경제 사회 문화 IT·과학 국제 재난·기후·환경 생활·건강 스포츠 연예 날씨 이슈 TV 뉴스 1TV 뉴스 06:00 뉴스광장 1부 17:00 뉴스 5 07:00 뉴스광장 2부 19:00 뉴스 7 09:30 930뉴스 21:00 뉴스 9 12:00 뉴스 12 22:50 뉴스라인 W 14:00 뉴스 2 2TV 뉴스 10:10 아침뉴스타임 15:00 뉴스타임 15:15 월드24 18:00 경제콘서트 1TV 경인 뉴스광장(경인) 930뉴스(경인) 뉴스7(경인) 뉴스9(경인) 뉴스특보 심층취재 심층K 단독 탐사K 제대로 보겠습니다 영상K 크랩 글로벌K 팩트체크K 스포츠K 취재후 News Today 주말엔 뒷北뉴스 기후는 말한다 여심야심 시사프로그램 시사프로그램 ,https://news.kbs.co.kr/news/pc/view/view.do?ncd=8168607&ref=A
2023,대구 북구 아파트 매매가 하락폭 '최고',"대구 북구 아파트 매매가 하락폭 ‘최고’ - 대구신문 × 최신 오피니언 정치 전체 종합 지역정가 지방의회 청와대 국회.정당 행정 외교안보 북한 경제 전체 경제일반 유통 부동산 금융 섬유 자동차 IT 제조 정책 사회 전체 지방자치 교육 대학 보건.복지 노동.환경 법조.경찰 사건사고 의료.건강 여성 사회일반 경북 전체 포항 경주 영덕 울진 울릉 구미 김천 문경 상주 칠곡 안동 영주 군위 의성 영양 봉화 청송 예천 경산 영천 고령 성주 청도 달성 경북동부권 경북중부권 경북북부권 대구권 종합 문화 전체 음악.미술 연극.영화 문학출판 종교학술 패션 여행 방송연예 스포츠 전체 종합 야구 축구 골프 농구 배구 사람들 전체 인터뷰 새인물 동정 결혼 부음 알림 개업 인사 기타 기획/특집 어린이는 미래다 전체 어린이기자코너 선생님글 어린이글 교육청소식 학교소식 어머니글 UPDATED. 
				2025-02-07 17:25 (금) 로그인 회원가입 기사제보 구독신청 전체기사보기 지면보기PDF 열기 전체",https://www.idaegu.co.kr/news/articleView.html?idxno=489998
2023,"신축 아파트값 상승폭, 구축의 2배…수도권 '얼죽신' 이어진다","신축 아파트값 상승폭, 구축의 2배…수도권 '얼죽신' 이어진다 :: 공감언론 뉴시스 :: 2025.02.07 (금) 서울 -10℃ K-Artprice 프라임뉴시스 위클리뉴시스 실시간 정치 국제 경제 금융 산업 IT·바이오 사회 수도권 지방 문화 스포츠 연예 광장 포토 채널뉴시스 제휴 콘텐츠 순천완주고속도로 남원분기점 인근서 차량 20여대 추돌 남자 아이스하키, 일본에 5-2 역전승…3연승 질주[하얼빈 AG] 컬링 믹스더블, 중국 꺾고 결승 진출…초대 챔피언 도전[하얼빈AG] [속보]우리금융, 올해 자사주 1500억 매입·소각 결의 [속보]우리금융, 지난해 순이익 3조860억…전년대비 23.1%↑ [속보]우리은행, 작년 순이익 3조394억…전년比 21.3%↑'사상 최대' [속보]검찰, 샤넬자켓 의혹 김정숙 여사 불기소 처분 [속보]당정 ""고(故)오요안나법 제정…직장내 괴롭힘 단 1회만으로 처벌 가능"" [속보] 가수 송대관 별세…향년 78세 배성재, 14세연하 김다영과 결혼 ""예식 생략",https://www.newsis.com/view/NISX20250203_0003050483
2023,“강남 아파트 대형 평수 인기 좋네”… 한남더힐109억·원베일리106억,“강남 아파트 대형 평수 인기 좋네”… 한남더힐109억·원베일리106억 | 세계일보 스포츠월드 세계비즈 구독신청 mPaper RSS 로그인 회원가입 로그아웃 회원정보수정 회원탈퇴 세계일보 구글 페이스북 네이버 포스트 X 트위터 유튜브 스포츠 연재물 선학평화상 환경 드론 전체메뉴 검색 뉴스 정치 일반 대통령실 국회ㆍ정당 선거ㆍ선관위 외교ㆍ안보 국방 북한ㆍ통일 사회 일반 검찰·법원 노동·복지 환경·날씨 교통·항공 교육·학교 사건 해외 국제 일반 미국·캐나다 중국 일본 아태 유럽 중동·아프리카 특파원 러시아 중남미 문화 일반 미디어 종교·학술 공연 미술 건강 레저 문학 음식 위크엔드 패션·뷰티 결혼·육아 전국 일반 서울 경기 강원 충청 영남 호남 제주 피플 일반 부음 동정·인사 인터뷰 오피니언 사설 오늘의 칼럼 기자·데스크 논설위원칼럼 전문가칼럼 외부칼럼 기고·독자 월드 이슈 비즈 일반 금융·증권 보험 재테크 부동산 IT / 과학 산업·기업 자동차 쇼핑·유통 취업·창업 연예 일반 스타 T,http://www.segye.com/newsView/20250203514104?OutUrl=naver
2023,지난해 울산 아파트 전셋값 상승률 비수도권 ‘최고’,KBS 뉴스 KBS 로그인 회원가입 마이페이지 English 재난포털 제보 ON AIR 분야별 뉴스9 TV 뉴스 심층취재 스포츠 시사프로그램 지역뉴스 속보 지난해 울산 아파트 전셋값 상승률 비수도권 ‘최고’ 전체메뉴 분야별 전체 정치 경제 사회 문화 IT·과학 국제 재난·기후·환경 생활·건강 스포츠 연예 날씨 이슈 TV 뉴스 1TV 뉴스 06:00 뉴스광장 1부 17:00 뉴스 5 07:00 뉴스광장 2부 19:00 뉴스 7 09:30 930뉴스 21:00 뉴스 9 12:00 뉴스 12 22:50 뉴스라인 W 14:00 뉴스 2 2TV 뉴스 10:10 아침뉴스타임 15:00 뉴스타임 15:15 월드24 18:00 경제콘서트 1TV 경인 뉴스광장(경인) 930뉴스(경인) 뉴스7(경인) 뉴스9(경인) 뉴스특보 심층취재 심층K 단독 탐사K 제대로 보겠습니다 영상K 크랩 글로벌K 팩트체크K 스포츠K 취재후 News Today 주말엔 뒷北뉴스 기후는 말한다 여심야심 시사프로그램 시사프로그램 ,https://news.kbs.co.kr/news/pc/view/view.do?ncd=8168424&ref=A
2023,12월 말 미분양 7만여 호…한 달 새 7.7% 증가,12월 말 미분양 7만여 호…한 달 새 7.7% 증가 - 노컷뉴스 CBS 전국 네트워크 강원 경남 광주 대구 대전 부산 영동 울산 전남 전북 제주 청주 포항 닫기 크리스천뉴스 노컷TV 더캠페인365 노컷뉴스 12월 말 미분양 7만여 호…한 달 새 7.7% 증가 0 0 페이스북 트위터 밴드 카카오톡 URL 폰트사이즈 - + 인쇄 LIVE 최신 정치 사회 경제 산업 국제 문화 연예 스포츠 전국 오피니언 포토 삭제 검색 자동완성 끄기 정치 대통령실 국회/정당 국방/외교 통일/북한 총리실 선거 정치 일반 사회 사건/사고 법조 교육 보건/의료 인권/복지 날씨/환경 인물 노동 사회 일반 경제 경제정책 금융/증시 경제 일반 산업 기업/산업 생활경제 자동차 부동산 취업/직장인 IT/과학 비즈인물 산업일반 국제 아시아/호주 미국/중남미 유럽/러시아 중동/아프리카 해외토픽 국제일반 문화 공연/전시 여행/레저 책/학술 종교 미디어 생활/건강 문화재/정책 패션/뷰티 문화 일반 연예 연예가화제 방송 영화 ,https://www.nocutnews.co.kr/news/6287534?utm_source=naver&utm_medium=article&utm_campaign=20250205083938
2024,10억 부르던 아파트가 5억?…뜻밖의 상황에 집주인 '눈물' [현장+],10억 부르던 집 5억대로…공급 폭탄에 울상 짓는 평택 집주인 | 한국경제 본문 바로가기 한경코리아마켓 한경글로벌마켓 집코노미 오피니언 경제 금융 산업 유통 IT 국제 프리미엄 마켓인사이트 한경Law&Biz 한경 BIO Insight 한경CHO Insight 한경ESG 한경Geeks 입법 익스플로러 아르떼 한경만의 독자적인 프리미엄 콘텐츠입니다. 더보기 정치 사회 골프 연예 스포츠 회원전용 전체뉴스 한경트래블 뉴스레터 스페셜 리포트 The Moneyist The Lifeist 한경동영상 기자 코너 POLL 랭킹뉴스 인사·부고 보도자료 데이터센터 한경용어사전 한경행사 스타워즈 한경유레카 한경운세 신문 전자판 신문 구독신청 한경스토어 한경렌탈 한경미디어 한국경제TV KED Global 한국경제매거진 한경에이셀 한경 arte TV 한경 arte 필하모닉 BOOK 한경아카데미 한경블루애드 텐아시아 생글생글 주니어 생글생글 TESAT 29초영화제 교육센터 블루밍비트 키즈맘 포천힐스 빠른 메뉴,https://www.hankyung.com/article/2025020688966
2024,"“서울아파트는 안전자산” 1년 새 외지인의 서울 아파트 매입, 50% 늘었...","“서울아파트는 안전자산” 1년 새 외지인의 서울 아파트 매입, 50% 늘었다 [부동산360] - 헤럴드경제 뉴스 경제·금융 증권 부동산 산업 정치 사회 국제 중기·바이오 IT·과학 컨슈머 생활·문화 오피니언 연예 스포츠 호남취재본부 대구&경북 PR Newswire 구독 HeralDeep 연재 스페셜 HeMil(밀리터리) 서울젠트리피케이션 라스트포레스트 라스트씨 인간대포통장 여론을조사하다 고객센터 공지사항 독자문의 기사제보 헤럴드 미디어그룹 코리아헤럴드 헤럴드팝 K-POP헤럴드 리얼푸드 더인베스터 헤럴드에코 헤럴드디자인 마이페이지 구독함 보관함 계정정보관리 회원전용 경제·금융 증권 부동산 산업 정치 사회 국제 중기·바이오 IT·과학 컨슈머 생활·문화 오피니언 “서울아파트는 안전자산” 1년 새 외지인의 서울 아파트 매입, 50% 늘었다 [부동산360] 부동산 부동산360 “서울아파트는 안전자산” 1년 새 외지인의 서울 아파트 매입, 50% 늘었다 [부동산360] 입력 2025-02-07",https://biz.heraldcorp.com/article/10414338?ref=naver
2024,"""평당 1억 눈앞""…강남 아파트값 여전히 '나홀로 상승'","""평당 1억 눈앞""…강남 아파트값 여전히 '나홀로 상승' :: 공감언론 뉴시스 :: 2025.02.07 (금) 서울 -10℃ K-Artprice 프라임뉴시스 위클리뉴시스 실시간 정치 국제 경제 금융 산업 IT·바이오 사회 수도권 지방 문화 스포츠 연예 광장 포토 채널뉴시스 제휴 콘텐츠 순천완주고속도로 남원분기점 인근서 차량 20여대 추돌 남자 아이스하키, 일본에 5-2 역전승…3연승 질주[하얼빈 AG] 컬링 믹스더블, 중국 꺾고 결승 진출…초대 챔피언 도전[하얼빈AG] [속보]우리금융, 올해 자사주 1500억 매입·소각 결의 [속보]우리금융, 지난해 순이익 3조860억…전년대비 23.1%↑ [속보]우리은행, 작년 순이익 3조394억…전년比 21.3%↑'사상 최대' [속보]검찰, 샤넬자켓 의혹 김정숙 여사 불기소 처분 [속보]당정 ""고(故)오요안나법 제정…직장내 괴롭힘 단 1회만으로 처벌 가능"" [속보] 가수 송대관 별세…향년 78세 배성재, 14세연하 김다영과 결혼 ""예식 생략"" 서",https://www.newsis.com/view/NISX20250204_0003052892
2024,“평당 1억 이젠 우습네”...강남·서초 아파트 평균 매매가 보니,“평당 1억 이젠 우습네”...강남·서초 아파트 평균 매매가 보니 - 매일경제 댓글정책 공감순 최신순 오래된순 뉴스 바로가기 주가 정보 매일 경제 뉴스 MK위클리연재 스타투데이 마켓 부동산 교육 통합검색 로그인 회원가입 로그아웃 마이페이지 ENG JPN CHN 전체메뉴 뉴스홈 경제 기업 사회 국제 부동산 증권 정치 IT·과학 문화 오피니언 스포츠 기획·연재 Special Edition 인기뉴스 뉴스 오피니언 기획연재 스페셜에디션 스타투데이 스포츠 매경게임진 Pulse MK China MK빌리어드뉴스 미라클아이 MK ESG 프리미엄 MK위클리연재 매경e신문 레이더M 오늘의 매경 뉴스레터 AI 오디오 뉴스 매경엠플러스 MK YouTube 핵심 요약쏙 재테크 마켓 부동산 시사 경제 용어 신설법인 라이프 골프 Book 여행 M플레이 Car AGL해외골프 MK 장례 MK 운세 와글와글팝업 비즈니스 The Biz Times 닛케이텔레콤 KDX한국데이터거래소 모바일 쿠폰 MK Frame 미라클랩,https://www.mk.co.kr/article/11231823
2024,공공이 떠받친 주택공급…민간부문 인허가는 15% 줄었다,공공이 떠받친 주택공급…민간부문 인허가는 15% 줄었다 | 연합뉴스 연합뉴스 본문 바로가기 메뉴 바로가기 국가기간뉴스 통신사 연합뉴스 최신기사 정치 정치 전체기사 대통령실/총리실 국회/정당 외교 국방 북한 경제 경제 전체기사 경제/정책 금융 부동산 취업/창업 소비자 마켓 + 마켓 + 전체기사 국내주식 해외주식 채권 펀드/ETF 글로벌시장 증권/운용사 리포트 공시 산업 산업 전체기사 산업/기업 전기전자 중화학 자동차 건설 에너지/자원 IT/과학 게임 유통/서비스 중기/벤처 바이오/헬스 농림축산 해양수산 사회 사회 전체기사 사건/사고 법원/검찰 교육 복지/노동 환경/기후변화 여성/아동 재외동포 다문화 전국 전국 전체기사 경기 인천 부산 울산 경남 대구/경북 광주/전남 전북 대전/충남/세종 충북 강원 제주 세계 세계 전체기사 특파원 미국/북미 중국 일본 아시아/호주 유럽 중남미 중동/아프리카 국제기구 PRNewswire/AsiaNet 문화 문화 전체기사 책/문학 만화/웹툰 종교 공연/전시,https://www.yna.co.kr/view/AKR20250204166500003?input=1195m
2024,"""여보, 자꾸 전세가격 오르는데 부담되더라도 그냥 영끌할까""","""여보, 자꾸 전세가격 오르는데 부담되더라도 그냥 영끌할까"" - 파이낸셜뉴스 파이낸셜뉴스> 전체메뉴 검색 구독신청 Family Site 금융·증권 금융 증권 부동산 정책 건설 철도·항공 ·선박 부동산 일반 산업·IT 산업 통신·방송 게임 인터넷 블록체인 의학·과학 경제 경제 일반 생활 경제 정치 대통령실 국회·정당 북한 외교·국방 사회 사건·사고 검찰·법원 행정·지자체 교육 전국 국제 국제 경제 국제 정치 국제 사회 라이프 연예 패션/뷰티 스포츠 푸드·리빙 레저·문화 오피니언 사설/칼럼 사외 칼럼 기획·연재 fn파인더 fn시리즈 핫이슈+ fnEdition 포토 뉴스레터 기자ON fntv 신문보기 fnSurvey 닫기 회사소개 광고문의 제휴문의 개인정보취급방침 저작권규약 이메일주소무단수집거부 구독신청 고충처리 검색 닫기 공유하기 공유 카카오톡 페이스북 트위터 네이버블로그 주소복사 부동산 부동산일반 ""여보, 자꾸 전세가격 오르는데 부담되더라도 그냥 영끌할까"" 김영권 기자 파이낸셜뉴스 입",http://www.fnnews.com/news/202502050950425697
2024,"`귀하신 몸` 중대형, 면적 클수록 집값 상승폭도 `껑충` 존재감 뽐내…","`±ÍÇÏ½Å ¸ö` Áß´ëÇü, ¸éÀû Å¬¼ö·Ï Áý°ª »ó½ÂÆøµµ `²±Ãæ` Á¸Àç°¨ »Ë³»¡¦ - µðÁöÅÐÅ¸ÀÓ½º ±¸µ¶ ¢º ³×ÀÌ¹ö ´º½º½ºÅÄµå ³×ÀÌ¹ö Ã¤³Î ´ÙÀ½ Ã¤³Î Áö¸éº¸±â PDF ÃÖ½Å´º½º Á¤Ä¡ °æÁ¦ »ê¾÷ ICT°úÇÐ ±ÝÀ¶ ºÎµ¿»ê ±¹Á¦ »çÈ¸ ÇÇÇÃ ¿ÀÇÇ´Ï¾ð ´ëÇÐ¼Ò½Ä µ¿¿µ»ó °Ë»ö ¼Óº¸ ¹Ì¼º³âÀÚ 159¸í ¼ºÂøÃëÇÑ `ÀÚ°æ´Ü` ÃÑÃ¥ ½Å»ó ³»ÀÏ °ø°³¡¦""33¼¼ Á÷ÀåÀÎ"" ""±èÁ¤Àº °øÆ÷ À¯¹ß, Àü¼úÇÙ ¼øÈ¯¹èÄ¡°¡ È¿°úÀûÀÏ °Í"" DGB±ÝÀ¶, ÀÛ³â ¼øÀÍ 2208¾ï¡¦600¾ï ÀÚ»çÁÖ ¼Ò°¢ Å©·¹µ÷ÄÚÀÎ, Å»Áß¾ÓÈ­ °Å·¡¼Ò `Æë±Ï½º¿Ò` ¸ÞÀÎ³Ý °ø½Ä Ãâ½Ã ÇÁ¸®Áò(PRIZM), `´õ ½Ã¿¡³ª ¸®Á¶Æ®` ¶óÀÌºê °Å·",https://www.dt.co.kr/contents.html?article_no=2025020702109923039001&ref=naver
2024,'준공 후 미분양' 11년만에 최대…의미는?,"'준공 후 미분양' 11년만에 최대…의미는? 검색 유튜브에서 보기 네이버에서 보기 다음에서 보기 뉴스 전체기사 산업 IT 바이오 부동산 경제 증권 생활경제 거버넌스 시리즈 이슈워치 분양미식회 공시줍줍 유튜브 비즈워치 분양미식회 공시줍줍 돈워리 채널 페이스북 네이버 블로그 네이버TV 카카오TV 카카오톡채널 뉴스토어 스페셜 워치플레이 창간11주년 연중기획 ‘AX인사이트’ 창간10주년 특별기획 ‘DX인사이트’ 친환경 전기차의 역설 디지털 새로운불평등의 시작 '준공 후 미분양' 11년만에 최대…의미는? 채신화 기자 csh@bizwatch.co.kr 2025.02.05 (수) 06:06 국토부 12월 주택통계 전국 미분양 7만173가구 비아파트 공급 여전히 부진 전국에 '빈집'이 쌓이고 있다. 지난해 12월말 기준으로 공식 통계 상 미분양 주택이 7만가구를 넘어섰다. 그중 2만가구 이상은 '악성 미분양'으로 불리는 준공 후 미분양으로, 2013년12월 이후 11여년 만에 최대치를 기록했다. ",http://news.bizwatch.co.kr/article/real_estate/2025/02/04/0039
2024,"""10년 만에 3배로""…강남·서초 아파트 평균 매매가 '평당 1억' 육박","강남·서초 아파트, 평당 1억 기본…10년 만에 2배 급등 | 한국경제 본문 바로가기 한경코리아마켓 한경글로벌마켓 집코노미 오피니언 경제 금융 산업 유통 IT 국제 프리미엄 마켓인사이트 한경Law&Biz 한경 BIO Insight 한경CHO Insight 한경ESG 한경Geeks 입법 익스플로러 아르떼 한경만의 독자적인 프리미엄 콘텐츠입니다. 더보기 정치 사회 골프 연예 스포츠 회원전용 전체뉴스 한경트래블 뉴스레터 스페셜 리포트 The Moneyist The Lifeist 한경동영상 기자 코너 POLL 랭킹뉴스 인사·부고 보도자료 데이터센터 한경용어사전 한경행사 스타워즈 한경유레카 한경운세 신문 전자판 신문 구독신청 한경스토어 한경렌탈 한경미디어 한국경제TV KED Global 한국경제매거진 한경에이셀 한경 arte TV 한경 arte 필하모닉 BOOK 한경아카데미 한경블루애드 텐아시아 생글생글 주니어 생글생글 TESAT 29초영화제 교육센터 블루밍비트 키즈맘 포천힐스 빠른 메뉴 찾",https://www.hankyung.com/article/2025020410266
2024,광주 아파트 매매가격 38주 연속 하락,±¤ÁÖÀÏº¸ ÀüÃ¼¸Þ´º Á¤Ä¡ °æÁ¦ »çÈ¸ ¹®È­ ½ºÆ÷Ã÷ »ç¶÷µé ±âÈ¹ ¿ÀÇÇ´Ï¾ð ½Ã±ºº°´º½º FUN&LIFE Æ÷Åä Áö¸éº¸±â Á¤Ä¡Á¾ÇÕ Á¤´ç¡¤±¹È¸ Áö¹æÀÇÈ¸ ±¤ÁÖ½Ã¡¤Àü³²µµ °æÁ¦Á¾ÇÕ ºÎµ¿»ê ÀÚµ¿Â÷ À¯Åë¤ý¼ÒºñÀÚ ³ó¼ö»ê Çõ½Åµµ½Ã »çÈ¸Á¾ÇÕ ±³À° 5¤ý18 È¯°æ °Ç°­ IT ¹®È­Á¾ÇÕ ¹®ÇÐ¤ýºÏ½º ½ºÆ÷Ã÷Á¾ÇÕ ±â¾ÆÅ¸ÀÌ°ÅÁî »ç¶÷µé ½Ã¸®Áî Áö³­±âÈ¹ Ä®·³ »ç¼³ ±â°í ¹ÚÁøÇöÀÇ ¹®È­Ä«Æä ±Ý³²·Î¿¡¼­ µ¥½ºÅ©½Ã°¢ ¹«µî°í Áö³­ ½Ã¸®Áî Àü¶óºÏµµ ¸ñÆ÷½Ã ³ªÁÖ½Ã ¿©¼ö½Ã ¼øÃµ½Ã ±¤¾ç½Ã ÀüÃ¼º¸±â ¿©Çà ¿î¼¼ ¿À´ÃÀÇ ºê¸®ÇÎ ÇÑ´«¿¡½ï±¤Å¬ ¿À´ÃÀÇÆ÷Åä ÀüÃ¼¸Þ´º Á¤Ä¡ Á¤Ä¡Á¾ÇÕ Á¤´ç¡¤,http://www.kwangju.co.kr/article.php?aid=1738838400779708278
2024,"서초·강남 평당 1억, 도봉·강북 3000만… 짙어지는 양극화","¼­ÃÊ¡¤°­³² Æò´ç 1¾ï, µµºÀ¡¤°­ºÏ 3000¸¸¡¦ Â£¾îÁö´Â ¾ç±ØÈ­-±¹¹ÎÀÏº¸ 2025-02-07(±Ý) ½Å¹®±¸µ¶ ¸®ÇÁ¸°ÆÃ TOP50 ÃÖ½Å´º½º ´õ ¹Ì¼Ç °æÁ¦ ¿ÀÇÇ´Ï¾ð Á¤Ä¡ »çÈ¸ ±¹Á¦ ¿£ÅÍ ¶óÀÌÇÁ ÀÎ·ù¾ÖÃæÀü¼Ò e½ºÆ÷Ã÷ PLAY±¹¹Î TOP50 ÃÖ½Å´º½º ´õ ¹Ì¼Ç °æÁ¦ ¿ÀÇÇ´Ï¾ð Á¤Ä¡ »çÈ¸ ±¹Á¦ ¿£ÅÍ ¶óÀÌÇÁ ÀÎ·ù¾ÖÃæÀü¼Ò e½ºÆ÷Ã÷ PLAY±¹¹Î ´õ ¹Ì¼Ç ÀüÃ¼ ´º½º ½Å¾Ó»ýÈ° »ý°¢+ ´õ ¹Ì¼Ç °æÁ¦ °æÁ¦ÀÏ¹Ý Áõ±Ç¡¤±ÝÀ¶ »ê¾÷¡¤±â¾÷ ºÎµ¿»ê¡¤°Ç¼³¡¤±³Åë À¯Åë¡¤¼ÒºñÀÚ IT °úÇÐÀÏ¹Ý ¿ÀÇÇ´Ï¾ð ÀüÃ¼ »ç¼³ ¿¬ÀçÁß Ä®·³ Á¾·áµÈ Ä®·³ Á¤Ä¡ Á¤Ä¡ÀÏ¹Ý ±¹È¸Á¤´ç ´ëÅë·É½Ç ¿Ü±³¾Èº¸ ºÏÇÑ¡¤ÇÑ",https://www.kmib.co.kr/article/view.asp?arcid=1738658635&code=11151500&cp=nv
2024,"“지금 집 사면 큰일 날 분위기” 12월 매매거래 6.5% 줄고, 전월세는 1...","“지금 집 사면 큰일 날 분위기” 12월 매매거래 6.5% 줄고, 전월세는 14% 늘었다 - 헤럴드경제 뉴스 경제·금융 증권 부동산 산업 정치 사회 국제 중기·바이오 IT·과학 컨슈머 생활·문화 오피니언 연예 스포츠 호남취재본부 대구&경북 PR Newswire 구독 HeralDeep 연재 스페셜 HeMil(밀리터리) 서울젠트리피케이션 라스트포레스트 라스트씨 인간대포통장 여론을조사하다 고객센터 공지사항 독자문의 기사제보 헤럴드 미디어그룹 코리아헤럴드 헤럴드팝 K-POP헤럴드 리얼푸드 더인베스터 헤럴드에코 헤럴드디자인 마이페이지 구독함 보관함 계정정보관리 회원전용 경제·금융 증권 부동산 산업 정치 사회 국제 중기·바이오 IT·과학 컨슈머 생활·문화 오피니언 “지금 집 사면 큰일 날 분위기” 12월 매매거래 6.5% 줄고, 전월세는 14% 늘었다 부동산 “지금 집 사면 큰일 날 분위기” 12월 매매거래 6.5% 줄고, 전월세는 14% 늘었다 입력 2025-02-05 06:00:00 0 0",https://biz.heraldcorp.com/article/10411842?ref=naver
2024,서울 대형 아파트 매매가격지수 역대 최고 '양극화 심화',서울 대형 아파트 매매가격지수 역대 최고 '양극화 심화' - 파이낸셜뉴스 파이낸셜뉴스> 전체메뉴 검색 구독신청 Family Site 금융·증권 금융 증권 부동산 정책 건설 철도·항공 ·선박 부동산 일반 산업·IT 산업 통신·방송 게임 인터넷 블록체인 의학·과학 경제 경제 일반 생활 경제 정치 대통령실 국회·정당 북한 외교·국방 사회 사건·사고 검찰·법원 행정·지자체 교육 전국 국제 국제 경제 국제 정치 국제 사회 라이프 연예 패션/뷰티 스포츠 푸드·리빙 레저·문화 오피니언 사설/칼럼 사외 칼럼 기획·연재 fn파인더 fn시리즈 핫이슈+ fnEdition 포토 뉴스레터 기자ON fntv 신문보기 fnSurvey 닫기 회사소개 광고문의 제휴문의 개인정보취급방침 저작권규약 이메일주소무단수집거부 구독신청 고충처리 검색 닫기 공유하기 공유 카카오톡 페이스북 트위터 네이버블로그 주소복사 부동산 부동산일반 서울 대형 아파트 매매가격지수 역대 최고 '양극화 심화' 연지안 기자 파이낸셜뉴스 입력 20,http://www.fnnews.com/news/202502031018478727
2024,강원 3040이 주목한 원주에 `e편한세상 원주 프리모원` 2회차 분양 중,"°­¿ø 3040ÀÌ ÁÖ¸ñÇÑ ¿øÁÖ¿¡ `eÆíÇÑ¼¼»ó ¿øÁÖ ÇÁ¸®¸ð¿ø` 2È¸Â÷ ºÐ¾ç Áß - µðÁöÅÐÅ¸ÀÓ½º ±¸µ¶ ¢º ³×ÀÌ¹ö ´º½º½ºÅÄµå ³×ÀÌ¹ö Ã¤³Î ´ÙÀ½ Ã¤³Î Áö¸éº¸±â PDF ÃÖ½Å´º½º Á¤Ä¡ °æÁ¦ »ê¾÷ ICT°úÇÐ ±ÝÀ¶ ºÎµ¿»ê ±¹Á¦ »çÈ¸ ÇÇÇÃ ¿ÀÇÇ´Ï¾ð ´ëÇÐ¼Ò½Ä µ¿¿µ»ó °Ë»ö ¼Óº¸ ¹Ì¼º³âÀÚ 159¸í ¼ºÂøÃëÇÑ `ÀÚ°æ´Ü` ÃÑÃ¥ ½Å»ó ³»ÀÏ °ø°³¡¦""33¼¼ Á÷ÀåÀÎ"" ""±èÁ¤Àº °øÆ÷ À¯¹ß, Àü¼úÇÙ ¼øÈ¯¹èÄ¡°¡ È¿°úÀûÀÏ °Í"" DGB±ÝÀ¶, ÀÛ³â ¼øÀÍ 2208¾ï¡¦600¾ï ÀÚ»çÁÖ ¼Ò°¢ Å©·¹µ÷ÄÚÀÎ, Å»Áß¾ÓÈ­ °Å·¡¼Ò `Æë±Ï½º¿Ò` ¸ÞÀÎ³Ý °ø½Ä Ãâ½Ã ÇÁ¸®Áò(PRIZM), `´õ ½Ã¿¡³ª ¸®Á¶Æ®` ¶óÀÌºê °Å·¡",https://www.dt.co.kr/contents.html?article_no=2025020702109923783001&ref=naver
